Type,Carat,Cut,Color,Clarity,Depth,Table,X,Y,Z,Price,LogPrice
Diamond,0.42,Good,F,VVS1,61.2,64,4.75,4.8,2.92,1164,7.059617628
Zirconia,0.3,Premium,I,VVS1,61.2,60,4.29,4.27,2.62,7.8,2.054123734
Diamond,1.3,Good,J,VS2,63.6,59,6.87,6.9,4.38,5175,8.551594618
Diamond,0.53,Ideal,G,SI2,62.4,56,5.18,5.14,3.22,1093,6.996681488
Diamond,1.13,Premium,G,VS2,61.9,58,6.7,6.67,4.14,7151,8.875007486
Diamond,2,Premium,I,SI2,60.7,61,8.09,8.03,4.89,13820,9.533872097
Diamond,0.42,Premium,E,VS1,62.3,57,4.83,4.8,3,1040,6.946975992
Zirconia,0.33,Ideal,G,VVS1,62.3,55,4.43,4.46,2.77,9.55,2.256541154
Zirconia,1,Good,J,VS1,58.104,64,6.63,6.51,3.82,43.12,3.763986927
Diamond,0.9,Premium,F,SI1,61.2,59,6.19,6.16,3.78,4158,8.332789468
Diamond,1.2,Ideal,I,VS2,61.1,58,6.83,6.86,4.18,6303,8.74878099
Diamond,0.91,Fair,H,SI1,65.8,58,6.04,6.01,3.96,2854,7.956476798
Diamond,0.88,Premium,G,VS2,61.1,58,6.19,6.15,3.77,3400,8.131530711
Diamond,0.4,Ideal,J,VS1,61.3,56,4.77,4.79,2.93,606,6.406879986
Diamond,0.5,Premium,G,VS1,62.5,60,5.08,5.06,3.17,1746,7.465082736
Diamond,1.1,Ideal,H,VS2,62.7,56,6.58,6.63,4.14,6344,8.755264763
Zirconia,0.7,Fair,H,I1,62.1,66,5.56,5.52,3.44,12.52,2.527327366
Zirconia,0.72,Ideal,F,VS2,62.6,57,5.72,5.68,3.57,29.96,3.399863159
Zirconia,2.07,Premium,I,VS2,61.228,58,8.2,8.18,5.01,201.95,5.308020142
Zirconia,1.01,Premium,H,VS2,62.9,60,6.33,6.22,3.95,50.15,3.915018514
Diamond,0.53,Very Good,I,SI1,59.7,63,5.22,5.3,3.14,923,6.827629235
Diamond,0.32,Ideal,E,VVS2,62.3,56,4.4,4.37,2.73,1080,6.98471632
Diamond,0.32,Ideal,D,SI1,62,55,4.47,4.37,2.74,756,6.628041376
Zirconia,0.26,Good,H,VVS2,63.4,55,4.05,4.06,2.57,4.84,1.576914721
Zirconia,1.11,Ideal,G,VS1,61.3,55,6.67,6.71,4.1,101.87,4.623697491
Diamond,0.53,Premium,G,SI1,61,59,5.25,5.21,3.19,1273,7.149131599
Diamond,0.7,Premium,D,VS1,60.9,60,5.75,5.71,3.49,3183,8.065579427
Zirconia,0.8,Premium,F,VS2,62.4,59,5.92,5.85,3.67,36.14,3.587400285
Diamond,0.51,Very Good,J,VS2,61.9,61,5.09,5.12,3.16,984,6.891625897
Diamond,1.02,Premium,D,VS2,62.5,58,6.4,6.37,3.99,7643,8.941545475
Diamond,0.82,Ideal,F,SI2,61.7,53,6.12,6,3.74,2867,7.961021466
Zirconia,0.71,Premium,E,VVS1,61.8,56,5.71,5.68,3.52,43.3,3.768152635
Diamond,2.09,Ideal,H,SI1,60.6,57,8.34,8.29,5.04,14383,9.573802233
Diamond,1.57,Premium,G,SI1,59.5,58,7.56,7.61,4.51,10914,9.297801648
Zirconia,0.77,Ideal,I,SI1,61.7,56,5.89,5.91,3.64,26.2,3.265759411
Diamond,0.6,Ideal,I,SI2,61.9,55,5.43,5.46,3.37,1182,7.074963198
Diamond,0.32,Ideal,H,VVS2,62.2,54,4.42,4.46,2.76,628,6.442540166
Diamond,0.35,Premium,D,SI2,60.8,58,4.57,4.51,2.76,669,6.50578406
Diamond,0.9,Good,G,SI1,63.7,58,6.09,6.12,3.89,3734,8.225235324
Zirconia,0.59,Ideal,E,VS2,62.1,55,5.4,5.42,3.36,20.63,3.026746327
Zirconia,0.23,Very Good,E,VVS2,62.5,55,3.94,3.96,2.47,5.56,1.715598108
Diamond,1.02,Fair,F,VVS1,64.6,59,6.31,6.26,4.06,7960,8.982184279
Diamond,1,Very Good,H,SI1,62,54,6.43,6.47,4,4995,8.516192691
Diamond,0.5,Good,D,SI2,63.4,59,5,5.03,3.18,1157,7.053585727
Zirconia,0.4,Ideal,F,SI1,62.9,57,4.7,4.68,2.95,10.4,2.341805806
Diamond,2.04,Premium,H,SI1,58.1,60,8.37,8.28,4.84,18795,9.841346156
Zirconia,1.23,Ideal,G,VVS2,62.2,55,6.86,6.9,4.28,113.49,4.731714727
Zirconia,0.3,Ideal,D,SI1,61.9,57,4.28,4.32,2.66,5.76,1.750937475
Diamond,0.3,Premium,G,VVS2,62.8,60,4.28,4.25,2.68,878,6.777646594
Diamond,1.03,Ideal,G,SI2,62.1,56,6.44,6.48,4.01,4407,8.390949465
Diamond,0.9,Very Good,D,SI1,62.1,60,6.14,6.2,3.83,3880,8.263590433
Diamond,0.51,Good,F,SI1,63.6,56,5.11,5.08,3.24,1312,7.17930797
Diamond,0.9,Very Good,H,SI1,61,59,6.11,6.16,3.74,3447,8.145259567
Diamond,1.34,Ideal,H,VS2,62.1,57,7,7.05,4.36,8094,8.998878325
Diamond,0.25,Ideal,F,VVS2,61.7,56,4.06,4.07,2.51,705,6.558197803
Zirconia,1.51,Ideal,H,VS2,62.2,57,7.33,7.29,4.55,126.94,4.843714534
Diamond,1,Fair,F,VS1,64.8,61,6.26,6.21,4.04,6115,8.718500048
Zirconia,0.7,Good,I,VS2,57.5,62,5.81,5.78,3.33,24.95,3.216873822
Zirconia,0.9,Very Good,I,SI1,60.5,58,6.22,6.27,3.78,35.42,3.567276632
Diamond,0.32,Ideal,D,VS2,62.2,56,4.39,4.36,2.72,972,6.879355804
Zirconia,0.41,Ideal,E,VS2,62.5,55,4.74,4.77,2.97,10.29,2.33117255
Zirconia,0.9,Good,F,SI1,63.6,59,6.07,6.12,3.88,43.45,3.771610852
Zirconia,0.91,Ideal,E,SI1,61.9,55,6.21,6.23,3.85,60.04,4.095011007
Diamond,1.64,Very Good,J,SI1,62.6,59,7.45,7.51,4.68,7739,8.954027759
Diamond,0.56,Premium,D,SI1,60.6,59,5.36,5.34,3.24,1814,7.503289631
Diamond,1.04,Ideal,I,VS2,61.5,57,6.49,6.52,4,5105,8.537975731
Diamond,0.41,Ideal,H,SI1,61.2,56,4.77,4.81,2.93,683,6.52649486
Diamond,0.51,Very Good,E,SI1,61.4,58,5.09,5.14,3.14,1284,7.157735484
Zirconia,0.25,Very Good,E,VVS2,63,55,4,4.03,2.53,6.33,1.845300236
Diamond,0.75,Good,E,VS1,63.1,55,5.8,5.83,3.67,3231,8.080546966
Zirconia,0.57,Fair,F,SI1,65.8,58,5.2,5.1,3.39,12.46,2.522523513
Zirconia,0.7,Good,E,VS2,58.7,63,5.69,5.73,3.35,32.03,3.466672964
Diamond,0.57,Ideal,D,VS2,61.8,55,5.32,5.34,3.29,1981,7.591357047
Diamond,0.76,Ideal,E,SI2,62.8,56,5.78,5.82,3.64,2873,7.963112059
Diamond,2.19,Ideal,H,SI2,62,56,8.36,8.48,5.22,17433,9.766120241
Diamond,0.3,Premium,F,VS1,60.5,60,4.29,4.31,2.6,658,6.489204931
Diamond,0.31,Very Good,D,SI1,62.9,56,4.31,4.34,2.72,571,6.34738921
Diamond,1.07,Very Good,H,SI1,59.2,61,6.65,6.67,3.94,5143,8.545391846
Diamond,1.05,Ideal,D,VS2,61.7,59,6.5,6.53,4.02,7965,8.982812222
Zirconia,0.47,Very Good,I,VS2,63.2,56,4.92,4.98,3.13,10.29,2.33117255
Diamond,1.26,Ideal,J,SI2,62.8,54,6.91,6.89,4.33,4860,8.488793717
Diamond,2,Premium,G,SI2,62.1,59,8.12,8.02,5.01,15897,9.673885691
Zirconia,2.11,Ideal,I,SI1,61,57,8.37,8.29,5.08,170.35,5.137855144
Zirconia,1.01,Premium,E,SI1,59.8,59,6.52,6.48,3.89,60.97,4.11038194
Diamond,1.59,Good,F,SI2,63.6,57,7.43,7.39,4.71,9100,9.116029693
Diamond,0.43,Ideal,I,VS1,62.2,53,4.86,4.91,3.04,789,6.670766321
Diamond,1.07,Ideal,G,SI1,60.2,57,6.7,6.59,4,5453,8.603921195
Zirconia,0.34,Ideal,G,SI1,62.7,57,4.48,4.51,2.82,5.2,1.648658626
Diamond,0.34,Premium,H,VS1,62.2,58,4.48,4.43,2.77,765,6.639875834
Zirconia,0.4,Premium,H,SI1,61.9,57,4.75,4.71,2.93,10.66,2.366498419
Zirconia,0.31,Ideal,E,VS1,60.439,56,4.39,4.44,2.66,6.89,1.930071085
Diamond,0.3,Premium,F,VS1,60.5,60,4.31,4.29,2.6,844,6.738152495
Zirconia,0.32,Very Good,H,SI1,63.1,54,4.42,4.36,2.77,6.34,1.846878768
Diamond,0.35,Premium,H,VVS2,61.9,58,4.54,4.5,2.8,906,6.809039306
Zirconia,0.81,Premium,F,SI1,61.9,59,5.97,5.95,3.69,33.47,3.510649515
Diamond,0.75,Premium,G,SI1,60.4,58,5.88,5.84,3.54,2415,7.789454566
Diamond,0.32,Good,I,VS1,63.2,54,4.38,4.42,2.78,505,6.224558429
Diamond,1.55,Ideal,G,SI2,60.5,60,7.46,7.49,4.52,8981,9.102866514
Diamond,0.31,Ideal,F,SI1,61.7,55,4.35,4.37,2.69,490,6.194405391
Zirconia,0.71,Ideal,E,VS2,61.6,56,5.74,5.76,3.54,31.8,3.45946629
Diamond,2.52,Very Good,G,SI2,63.2,58,8.65,8.61,5.45,17689,9.780698256
Zirconia,1.01,Very Good,D,SI2,59.1,63,6.59,6.54,3.88,40.38,3.698334613
Diamond,0.34,Ideal,D,IF,62.1,57,4.52,4.46,2.79,2346,7.760467029
Diamond,0.7,Fair,H,SI1,64.7,58,5.59,5.54,3.6,2051,7.626082758
Diamond,1.04,Ideal,G,SI2,63.1,55,6.45,6.52,4.09,4414,8.392536587
Zirconia,0.39,Good,J,VS1,63.5,58,4.59,4.64,2.93,6.78,1.913977102
Diamond,0.33,Premium,E,SI1,59.1,59,4.59,4.54,2.7,693,6.541029999
Zirconia,0.3,Good,H,VVS1,63.3,59,4.22,4.28,2.69,7.52,2.017566138
Zirconia,0.34,Ideal,F,VS2,62.6,54,4.48,4.46,2.8,9.68,2.270061901
Diamond,1,Premium,E,VS2,61.8,62,6.47,6.44,3.99,6860,8.833462721
Zirconia,0.3,Ideal,H,VVS1,62.2,57,4.28,4.31,2.67,7.32,1.990610328
Diamond,1.01,Good,I,I1,63.1,57,6.35,6.39,4.02,2844,7.952966791
Diamond,1.11,Good,J,SI1,63.6,58,6.57,6.48,4.15,3916,8.272826004
Diamond,0.32,Ideal,H,VVS2,61.5,55,4.41,4.44,2.72,628,6.442540166
Diamond,0.92,Premium,F,SI2,58.9,59,6.38,6.35,3.75,3282,8.096208272
Diamond,0.82,Ideal,G,VS1,61.9,54,5.99,6.03,3.72,3880,8.263590433
Zirconia,1.64,Ideal,G,VVS2,61.8,56,7.59,7.6,4.69,193.64,5.266000765
Diamond,0.3,Ideal,H,SI1,62.2,53,4.29,4.32,2.68,514,6.242223265
Zirconia,1.31,Premium,E,SI1,62.4,58,7.03,6.95,4.36,96.44,4.568921053
Diamond,1.71,Very Good,H,VS2,62.6,59,7.54,7.58,4.73,13445,9.506362569
Zirconia,0.3,Premium,G,IF,61,62,4.34,4.32,2.64,10.52,2.353278207
Diamond,1.06,Premium,H,VS1,62.5,58,6.5,6.47,4.05,5549,8.62137301
Diamond,0.71,Premium,G,VS2,60.4,61,5.81,5.77,3.5,2515,7.830028083
Diamond,0.5,Premium,E,VS2,62.7,59,5.06,5.02,3.16,1676,7.424165281
Zirconia,2,Ideal,I,VS1,62,57,8.04,7.99,4.97,193.68,5.266207313
Diamond,0.41,Premium,F,VS1,59.9,58,4.81,4.84,2.89,1007,6.914730893
Diamond,0.9,Ideal,G,VVS1,61.6,57,6.24,6.16,3.82,5564,8.624072553
Diamond,1.01,Premium,H,SI1,60,58,6.6,6.54,3.94,4965,8.510168576
Diamond,1.02,Ideal,F,SI2,61.6,56,6.47,6.5,3.99,4968,8.510772624
Diamond,0.71,Ideal,J,SI1,61.6,57,5.72,5.75,3.53,1889,7.543802868
Diamond,1.03,Ideal,G,SI2,61.8,55,6.5,6.52,4.02,4873,8.491465043
Diamond,1.11,Premium,I,SI2,61.3,59,6.69,6.63,4.09,3692,8.213923596
Diamond,2.09,Very Good,F,SI2,63.4,55,8.18,8.11,5.16,18640,9.833065088
Zirconia,0.33,Ideal,E,VS2,62.3,57,4.37,4.43,2.74,7.95,2.073171929
Diamond,1.03,Ideal,F,I1,61.1,55,6.51,6.54,3.99,3444,8.144388866
Diamond,0.91,Premium,G,SI2,60.4,61,6.28,6.21,3.77,3376,8.124446856
Diamond,0.91,Very Good,F,VS2,60.8,57,6.24,6.25,3.8,4606,8.43511508
Diamond,0.51,Ideal,G,VVS2,62.4,56,5.1,5.13,3.19,1916,7.557994959
Zirconia,0.4,Very Good,G,IF,61.4,54,4.76,4.79,2.93,13.52,2.604170071
Zirconia,2.33,Ideal,I,VS2,62.4,57,8.52,8.47,5.31,165.8,5.110782243
Zirconia,1.57,Ideal,G,SI1,61.7,55,7.51,7.44,4.61,96.27,4.567156744
Zirconia,0.33,Premium,F,VS2,62.1,59,4.44,4.39,2.74,9.39,2.239645293
Diamond,1.01,Very Good,D,IF,63.4,59,6.39,6.26,4.01,15219,9.630299926
Diamond,0.4,Good,G,SI1,63.2,58,4.61,4.7,2.94,655,6.484635236
Diamond,0.41,Good,I,SI2,63.5,57,4.7,4.72,2.99,539,6.289715571
Diamond,0.34,Premium,F,VS1,60,59,4.59,4.55,2.74,725,6.586171655
Diamond,0.4,Ideal,G,VS1,62.2,56,4.72,4.74,2.94,877,6.776506992
Diamond,0.55,Premium,D,SI1,60.7,58,5.3,5.24,3.2,1819,7.506042179
Diamond,0.28,Ideal,E,VVS2,62.4,56,4.2,4.16,2.61,828,6.719013154
Zirconia,0.7,Ideal,I,SI1,60.4,57,5.75,5.79,3.49,28.85,3.362109993
Diamond,0.53,Good,D,VS1,60.2,56,5.22,5.28,3.16,1775,7.481555702
Diamond,0.42,Very Good,I,SI1,61.2,60,4.78,4.82,2.94,626,6.439350371
Diamond,1.08,Premium,F,SI1,62.1,58,6.61,6.57,4.09,4953,8.507748733
Diamond,0.32,Premium,I,VS1,62,58,4.4,4.37,2.72,648,6.473890696
Zirconia,1.05,Very Good,I,VS2,62.4,59,6.48,6.51,4.05,54.73,4.002412005
Diamond,0.7,Ideal,F,VS2,62,57,5.71,5.67,3.53,2535,7.837948916
Diamond,0.31,Ideal,I,VS1,61.9,53.9,4.35,4.38,2.7,502,6.21860012
Diamond,1.71,Ideal,H,SI1,61.8,57,7.74,7.69,4.76,13477,9.508739808
Diamond,0.42,Ideal,I,VS1,61.5,56,4.83,4.86,2.98,771,6.647688374
Diamond,0.23,Very Good,D,VS1,61.5,58,3.93,3.98,2.43,611,6.415096959
Diamond,0.4,Good,D,SI2,63.9,53,4.71,4.68,3,798,6.682108597
Diamond,0.71,Very Good,E,SI2,62.2,58,5.68,5.73,3.55,2313,7.746300662
Diamond,0.33,Very Good,G,VS2,60.6,61,4.46,4.49,2.71,579,6.361302478
Diamond,0.73,Very Good,D,SI2,60.3,60,5.82,5.89,3.53,2374,7.772331575
Diamond,0.32,Very Good,D,IF,62,56,4.39,4.43,2.73,1171,7.065613364
Zirconia,0.33,Ideal,D,SI2,61.3,56,4.45,4.49,2.74,5.41,1.688249093
Zirconia,1.5,Premium,H,SI2,62.3,59,7.27,7.21,4.52,80.2,4.384523515
Diamond,1.51,Ideal,E,SI1,61.3,57,7.35,7.42,4.53,11628,9.361171262
Diamond,0.27,Very Good,G,VVS2,61.9,57,4.12,4.15,2.56,442,6.091309882
Diamond,0.82,Premium,H,SI2,60.4,58,6.11,6.07,3.68,2629,7.874358825
Zirconia,0.4,Premium,F,VS2,59.7,58,4.83,4.79,2.87,11.88,2.474856314
Diamond,1.27,Premium,F,VVS2,61.3,60,6.99,6.9,4.26,11905,9.384713759
Diamond,0.74,Very Good,E,SI2,61.8,60,5.78,5.8,3.58,2391,7.779466967
Diamond,0.34,Premium,G,VS2,61.8,58,4.5,4.47,2.77,765,6.639875834
Zirconia,0.41,Very Good,D,VVS2,61.2,62,4.78,4.82,2.94,14.25,2.656756907
Diamond,1.01,Very Good,E,SI1,60,60,6.45,6.49,3.88,5556,8.622633704
Diamond,1.17,Very Good,H,SI2,63.1,58,6.72,6.64,4.22,4455,8.40178234
Zirconia,0.31,Ideal,H,VS2,61.4,56,4.38,4.42,2.7,7.11,1.961502244
Diamond,0.51,Premium,F,SI2,61.1,59,5.15,5.09,3.13,1227,7.112327445
Diamond,0.31,Ideal,I,VS1,61.3,54,4.39,4.46,2.7,502,6.21860012
Diamond,1.51,Ideal,H,SI2,62.3,58,7.27,7.33,4.55,7990,8.985946039
Diamond,0.51,Good,G,SI2,63.2,57,5.03,5.07,3.19,1002,6.909753282
Diamond,1.73,Very Good,H,VS2,61.7,56,7.64,7.7,4.73,12998,9.472550778
Diamond,0.37,Good,H,SI1,64,55,4.53,4.57,2.91,528,6.269096284
Diamond,1.24,Very Good,J,VS1,62.4,59.4,6.81,6.89,4.27,5783,8.662677858
Diamond,0.37,Ideal,E,VS1,61.2,56,4.67,4.64,2.85,1124,7.02464903
Diamond,1.58,Premium,F,SI2,60.7,60,7.54,7.51,4.57,6990,8.852235835
Zirconia,1.5,Very Good,H,VS2,60.9,59,7.37,7.43,4.51,110.25,4.702750514
Diamond,0.7,Premium,E,SI1,61.8,59,5.63,5.57,3.46,2396,7.781555959
Diamond,0.45,Very Good,D,VS2,62.9,58.4,4.83,4.86,3.04,1311,7.178545484
Zirconia,1.14,Ideal,H,SI1,61.6,57,6.7,6.75,4.14,55.03,4.007878491
Diamond,0.31,Premium,D,VVS1,61.2,59,4.38,4.35,2.67,1075,6.980075941
Diamond,0.72,Ideal,E,SI1,62.3,57,5.76,5.7,3.57,2857,7.957527402
Diamond,0.91,Ideal,J,VS2,62.1,56,6.18,6.22,3.85,3256,8.088254727
Diamond,1.51,Ideal,G,VS2,59.8,60,7.45,7.5,4.47,12846,9.460787758
Diamond,0.58,Ideal,E,VS2,62,57,5.33,5.35,3.31,1752,7.468513271
Diamond,0.7,Premium,H,VS2,61.7,59,5.66,5.68,3.5,2010,7.605890001
Zirconia,0.7,Ideal,G,SI1,62.1,58,5.67,5.69,3.53,25.04,3.220474546
Diamond,0.3,Very Good,G,VVS2,63.3,57,4.27,4.23,2.69,878,6.777646594
Diamond,0.5,Very Good,E,I1,63.1,61,5.04,4.97,3.16,720,6.579251212
Diamond,0.31,Ideal,F,IF,61.5,55,4.34,4.37,2.68,1061,6.966967139
Diamond,1.04,Ideal,G,VS2,62.5,57,6.46,6.49,4.05,6589,8.793156871
Diamond,1.02,Ideal,F,VVS2,60.9,56,6.54,6.49,3.97,9870,9.197255132
Zirconia,1.12,Premium,E,SI2,62.4,58,6.59,6.64,4.13,47.05,3.851210866
Zirconia,0.31,Very Good,H,VVS2,62.6,58,4.28,4.31,2.69,6.88,1.928618652
Zirconia,0.72,Ideal,H,SI2,61.3,56,5.75,5.77,3.53,26.09,3.261552099
Diamond,1.07,Very Good,H,SI2,62.8,57,6.5,6.58,4.11,4413,8.392310009
Zirconia,0.58,Ideal,E,VS2,62.1,55,5.35,5.34,3.32,19.37,2.963725477
Diamond,0.31,Ideal,F,VVS1,60.7,57,4.41,4.39,2.67,1140,7.038783541
Diamond,0.41,Premium,G,VVS1,61,61,4.75,4.72,2.89,1230,7.114769448
Diamond,0.42,Ideal,D,VVS2,61.4,56,4.82,4.85,2.97,1326,7.189922171
Diamond,1.56,Premium,J,SI2,61.4,58,7.38,7.43,4.55,6306,8.74925684
Diamond,0.4,Ideal,I,IF,62.4,56,4.73,4.7,2.94,1050,6.956545443
Diamond,0.36,Premium,G,VS1,62.3,59,4.5,4.55,2.82,726,6.587550015
Diamond,1,Very Good,E,SI2,61.9,59,6.39,6.43,3.97,4311,8.368925175
Diamond,0.77,Ideal,D,SI1,62.6,57,5.81,5.92,3.67,2949,7.989221409
Diamond,0.3,Good,E,SI1,63.2,56,4.27,4.3,2.71,526,6.265301213
Diamond,1.07,Ideal,G,SI1,61.7,54,6.59,6.61,4.07,5532,8.618304693
Diamond,0.42,Ideal,I,VS1,61.5,55,4.83,4.86,2.98,771,6.647688374
Zirconia,0.33,Ideal,G,VS2,61.3,57,4.45,4.49,2.74,6.58,1.884034745
Diamond,0.31,Ideal,F,VS2,61.6,56,4.39,4.35,2.69,749,6.618738984
Diamond,1.01,Ideal,E,SI2,62.2,55,6.4,6.43,3.99,4984,8.51398806
Diamond,0.28,Premium,E,VVS1,61.3,60,4.18,4.21,2.57,646,6.470799504
Zirconia,1.01,Ideal,H,SI1,61.9,58,6.42,6.48,3.99,52.44,3.959669659
Diamond,0.27,Very Good,E,VVS2,60.9,58,4.14,4.17,2.53,620,6.429719478
Diamond,1.21,Premium,G,VS1,62.7,58,6.76,6.85,4.27,8616,9.061376219
Diamond,1.06,Good,J,VS2,63.5,60.1,6.43,6.51,4.11,4517,8.415603336
Zirconia,2.1,Premium,J,SI1,62.9,58,8.15,8.09,5.11,153.23,5.031940061
Diamond,1,Very Good,H,VS1,64.2,53,6.27,6.34,4.05,5619,8.633908991
Zirconia,0.32,Ideal,G,VVS1,62.2,55,4.4,4.38,2.73,11.88,2.474856314
Zirconia,0.33,Ideal,G,IF,61.6,53,4.43,4.47,2.74,10.82,2.381396273
Zirconia,0.37,Ideal,H,VVS1,62.3,56,4.56,4.59,2.85,8.91,2.187174241
Diamond,1.5,Premium,H,VS1,62.1,59,7.27,7.31,4.53,11088,9.313618721
Diamond,0.36,Ideal,E,SI1,61.4,57,4.56,4.59,2.81,631,6.447305863
Zirconia,0.91,Good,F,VS1,63.1,59,6.14,6.19,3.89,49.52,3.902376628
Diamond,1.09,Very Good,I,SI2,62.5,57,6.56,6.58,4.11,4584,8.430327258
Diamond,0.31,Ideal,F,VS1,61.6,56,4.33,4.36,2.68,695,6.543911846
Zirconia,1.01,Good,F,VS2,63.1,60,6.29,6.39,4,67.75,4.21582446
Zirconia,0.41,Premium,G,VS2,60.9,58,4.83,4.8,2.93,11.67,2.457021446
Diamond,0.77,Good,H,VVS2,57.9,61,6.07,6.01,3.5,3027,8.015327309
Diamond,1.55,Premium,H,SI2,58,60,7.61,7.58,4.41,6458,8.773074951
Diamond,0.61,Ideal,E,VVS1,59.9,61,5.5,5.55,3.31,3212,8.074649075
Diamond,0.42,Ideal,G,VVS2,60.7,55,4.89,4.86,2.96,1103,7.005789019
Diamond,0.4,Premium,F,VVS2,60.8,59,4.72,4.76,2.88,1088,6.992096427
Zirconia,0.34,Premium,G,VVS2,61.4,59,4.52,4.47,2.76,10.95,2.393339456
Zirconia,1.5,Very Good,F,I1,63.2,57,7.29,7.24,4.59,66.31,4.194340715
Zirconia,0.33,Premium,G,VVS2,61.7,58,4.42,4.39,2.72,10.62,2.362739016
Diamond,0.37,Ideal,E,SI1,61.9,56,4.6,4.57,2.84,833,6.725033642
Diamond,0.71,Very Good,I,SI1,62.6,59,5.67,5.7,3.56,2218,7.704361168
Diamond,1.13,Premium,H,SI2,59.4,58,6.8,6.74,4.02,4430,8.396154863
Diamond,1,Premium,F,VVS1,61,60,6.39,6.43,3.91,9724,9.182352335
Zirconia,0.33,Very Good,G,VS1,62.9,57,4.38,4.43,2.77,7.33,1.991975516
Diamond,1.03,Premium,J,SI2,62.2,59,6.42,6.4,3.99,3149,8.054840221
Zirconia,1.3,Ideal,F,SI2,62.2,56,6.96,7,4.34,70.86,4.260706099
Diamond,0.7,Premium,F,VVS1,61.8,60,5.67,5.63,3.49,3348,8.116118432
Diamond,0.56,Ideal,J,SI1,61.8,58,5.27,5.31,3.27,1119,7.020190708
Diamond,0.25,Premium,E,VS1,60.7,59,4.11,4.13,2.5,435,6.075346031
Zirconia,0.73,Ideal,H,SI1,62.9,56,5.79,5.75,3.63,24.96,3.217274544
Diamond,0.34,Very Good,E,VS2,62.6,58,4.43,4.45,2.78,745,6.613384218
Diamond,1.71,Premium,J,SI1,61.7,59,7.63,7.7,4.73,8690,9.069928218
Diamond,0.9,Good,J,SI1,64,61,6,5.96,3.83,2873,7.963112059
Diamond,0.55,Ideal,E,SI1,60.9,56,5.32,5.28,3.23,1556,7.349873705
Diamond,0.9,Premium,E,SI2,59.5,61,6.3,6.24,3.73,3084,8.033982735
Diamond,0.65,Premium,G,SI1,59.9,59,5.69,5.62,3.39,1712,7.445417557
Zirconia,0.39,Ideal,H,IF,61.9,55.6,4.68,4.7,2.91,11.43,2.436241478
Diamond,0.8,Premium,E,SI1,61.5,58,5.93,5.97,3.66,3356,8.118505068
Diamond,0.41,Very Good,H,SI2,61.5,59,4.8,4.82,2.96,593,6.385194399
Diamond,0.7,Ideal,F,SI1,61.6,55,5.72,5.74,3.53,2806,7.939515261
Zirconia,0.4,Very Good,D,VVS2,60.8,56,4.78,4.82,2.92,12.46,2.522523513
Diamond,1.13,Ideal,D,VVS2,60.1,57,6.83,6.78,4.09,12261,9.414178772
Diamond,0.9,Very Good,D,SI1,62.8,59,6.12,6.18,3.86,4466,8.404248432
Diamond,0.4,Very Good,D,SI2,63,59,4.64,4.69,2.94,622,6.432940093
Diamond,0.4,Ideal,H,VVS2,61.1,55,4.75,4.78,2.91,868,6.766191715
Zirconia,0.56,Ideal,I,VVS1,62,57,5.29,5.33,3.29,17.38,2.85532012
Zirconia,0.7,Premium,E,SI1,62,60,5.72,5.67,3.53,26.88,3.291382516
Diamond,0.57,Premium,F,VS2,59.5,60,5.44,5.35,3.21,1760,7.473069088
Zirconia,0.72,Ideal,J,VS1,61.1,56,5.84,5.82,3.56,23.95,3.175968324
Diamond,1.26,Ideal,G,VVS2,60.7,56,7.05,7.03,4.27,10556,9.264449698
Zirconia,0.3,Premium,G,VVS2,61,60,4.3,4.32,2.63,7.52,2.017566138
Zirconia,0.72,Fair,G,VS1,66.4,57,5.6,5.51,3.69,26.36,3.27184771
Diamond,0.36,Premium,G,VS1,61.7,59,4.59,4.55,2.82,932,6.837332815
Diamond,0.3,Ideal,D,VVS1,61.8,55,4.33,4.35,2.68,933,6.838405201
Diamond,0.78,Premium,F,SI1,60.8,60,5.97,5.94,3.62,2826,7.946617563
Diamond,0.36,Ideal,H,VS2,62,55,4.58,4.63,2.86,599,6.395261598
Diamond,0.41,Good,G,I1,63.8,56,4.7,4.74,3.01,467,6.146329258
Diamond,0.6,Ideal,G,VS1,60.2,57,5.49,5.54,3.32,2109,7.65396918
Zirconia,1.71,Premium,I,SI1,60.2,58,7.79,7.75,4.68,122.14,4.805167928
Zirconia,0.3,Premium,G,VS1,61.8,59,4.37,4.34,2.69,8.54,2.144761008
Diamond,1.24,Ideal,G,SI1,61,56.4,6.93,6.99,4.25,6895,8.83855179
Diamond,1.32,Premium,F,VS1,61.7,59,6.95,6.99,4.3,10977,9.303557454
Diamond,0.31,Ideal,E,VS2,61.7,56,4.35,4.31,2.67,872,6.770789424
Zirconia,0.51,Ideal,G,VVS2,61.9,55,5.14,5.17,3.19,21.19,3.053529372
Zirconia,0.42,Ideal,J,VS1,62.3,53,4.83,4.86,3.02,7,1.945910149
Diamond,0.32,Very Good,G,VS2,60.1,61,4.41,4.44,2.66,524,6.261491684
Diamond,0.31,Ideal,G,VS1,61,55,4.39,4.43,2.69,625,6.43775165
Diamond,0.73,Ideal,D,VS2,61.8,54,5.89,5.92,3.65,3319,8.107418812
Diamond,0.52,Very Good,E,VS1,63.4,54,5.08,5.11,3.23,1601,7.378383713
Diamond,0.94,Premium,G,SI2,63,59,6.16,6.1,3.86,3099,8.038834758
